	F1norm_rprr	cutoff	datasetname	k	knownmodules	m	method	precision	recall	recovery	relevance	runningtime
35	2.890819889984439	0.001	ecoli_colombos	125.0	strict	1.1	cmeans	0.19903276291711156	0.03989800455517134	0.1508179001398962	0.23412037929762092	1790.1407001018524
36	0.0	0.001	ecoli_colombos	175.0	minimal	1.01	cmeans	0.0	0.0	0.0	0.0	2082.848627090454
37	0.0	0.001	ecoli_colombos	175.0	interconnected	1.01	cmeans	0.0	0.0	0.0	0.0	2082.848627090454
38	0.0	0.001	ecoli_colombos	175.0	strict	1.01	cmeans	0.0	0.0	0.0	0.0	2082.848627090454
39	0.0	0.001	ecoli_colombos	175.0	minimal	1.02	cmeans	0.0	0.0	0.0	0.0	2654.8074390888214
40	0.0	0.001	ecoli_colombos	175.0	interconnected	1.02	cmeans	0.0	0.0	0.0	0.0	2654.8074390888214
41	0.0	0.001	ecoli_colombos	175.0	strict	1.02	cmeans	0.0	0.0	0.0	0.0	2654.8074390888214
42	5.0283825890056955	0.001	ecoli_colombos	175.0	minimal	1.05	cmeans	0.07981133129186332	0.11989660242620126	0.1886186397778649	0.2983507049882951	2422.2472410202026
43	5.188576795242323	0.001	ecoli_colombos	175.0	interconnected	1.05	cmeans	0.1472563675367883	0.1292296487560062	0.18949392026269313	0.33991081728842387	2422.2472410202026
44	6.056094103529944	0.001	ecoli_colombos	175.0	strict	1.05	cmeans	0.2752683896746732	0.22279007773876178	0.26566854602878137	0.4529055980853739	2422.2472410202026
45	3.297595975162924	0.001	ecoli_colombos	175.0	minimal	1.1	cmeans	0.09997443449976323	0.03679517916787337	0.13461037699622375	0.20022543962500974	2494.8617119789124
46	3.286427016342094	0.001	ecoli_colombos	175.0	interconnected	1.1	cmeans	0.1468946147723723	0.03844133769770263	0.13092797937848674	0.23071753498321398	2494.8617119789124
47	3.590070879185608	0.001	ecoli_colombos	175.0	strict	1.1	cmeans	0.23098423304908475	0.06993793268728264	0.16058193685414338	0.30862600069068563	2494.8617119789124
48	0.0	0.001	ecoli_colombos	225.0	minimal	1.01	cmeans	0.0	0.0	0.0	0.0	2684.1561760902405
